Product Title,Product MRP,Discounted Price,Product Image URL,Product URL,Product Rating,Rating Count
Men Dash-Sprint Running Shoes,Rs.5599,Rs.2407,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26516270/2024/2/20/2a9252e0-6a26-449a-beba-b6888d3111cc1708415708980-ADIDAS-Men-Sports-Shoes-7691708415708649-1.jpg",https://www.myntra.comsports-shoes/adidas/adidas-men-woven-design-dash-sprint-running-shoes/26516270/buy,4.3,126
Men Leather Slip-Ons,Rs.5199,Rs.2495,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7751501/2018/12/13/e4b29f13-9dd3-4ee4-addc-e7386e20ca831544689474480-Red-Chief-Men-Black-Leather-Semiformal-Slip-Ons-892154468947-1.jpg",https://www.myntra.comformal-shoes/red+chief/red-chief-men-black-leather-semiformal-slip-ons/7751501/buy,4.3,303
Men 520 Running Shoes,Rs.4999,Rs.2499,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29534344/2024/5/30/76260728-d3d0-427d-bb37-6eb30d1cd0241717062037868-New-Balance-520-Running-Shoes-3931717062037519-1.jpg",https://www.myntra.comsports-shoes/new+balance/new-balance-men-woven-design-520-running-shoes/29534344/buy,3.8,28
Men Leather Formal Slip-Ons,Rs.5099,Rs.2651,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2612750/2023/10/16/44dac37d-47da-4a0d-9f08-5e9ecbaf00261697439683128RedChiefMenBlackLeatherFormalSlip-Ons1.jpg",https://www.myntra.comformal-shoes/red+chief/red-chief-men-black-leather-formal-slip-ons/2612750/buy,4.3,69
Men Solid Leather Boots,Rs.5399,Rs.2699,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18861776/2022/6/25/fcf4691b-45ff-405e-b756-802c6789248e1656133005404RedChiefMenBlackSolidLeatherBoots1.jpg",https://www.myntra.comboots/red+chief/-red-chief-men-black-solid-leather-boots/18861776/buy,4,167
Men Leather Derbys,Rs.5599,Rs.2743,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2243657/2023/10/16/7a21b587-21c7-4fcc-91ac-f2bb315fd8701697439675201RedChiefMenOliveGreenLeatherDerbys1.jpg",https://www.myntra.comcasual-shoes/red+chief/red-chief-men-olive-green-leather-derbys/2243657/buy,3.9,105
Men Leather Formal Derby,Rs.5699,Rs.2849,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8827799/2022/7/24/1facc6b4-5152-4679-8ee4-8c109423bb8a1658643542387RedChiefMenBlackLeatherFormalDerby1.jpg",https://www.myntra.comformal-shoes/red+chief/red-chief-men-black-leather-formal-derby/8827799/buy,4.1,481
Girls Disney Princess Slip-On Sneakers,Rs.999,Rs.299,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/21/17b94f02-ec7b-4293-bb44-664c13dd79101571651470759-1.jpg",https://www.myntra.comcasual-shoes/toothless/toothless-princess-girls-blue-disney-princess-slip-on-sneakers/10846934/buy,4.6,18
Breaknet 2.0 Men Sports Shoes,Rs.5999,Rs.2999,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/AUGUST/12/hoeouJq1_a4747a0e51cf4c458a8241708a72b4a9.jpg",https://www.myntra.comsports-shoes/adidas/adidas-breaknet-20-men-sports-shoes/30550406/buy,4.3,7
Unisex Caven 2.0 Sneakers,Rs.5999,Rs.3599,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30035021/2024/7/22/2e08490b-efd2-406d-b136-8dde4bb2821a1721642400389-Puma-Unisex-Perforated-Caven-20-Sneakers-6641721642400020-1.jpg",https://www.myntra.comcasual-shoes/puma/puma-unisex-perforated-caven-20-sneakers/30035021/buy,4.8,5
